USRID	RST
92595	0.02732231884638773
4572	0.028599311587227373
64470	0.12285164697395454
68958	0.08480020501232573
8839	0.026325980425448363
15106	0.0293894879263351
28227	0.030050943904859823
76977	0.052559123472872595
87072	0.050490938764197205
40428	0.04136340954338545
88271	0.04136340954338545
46501	0.08704655180215123
83325	0.05541833654000412
66548	0.03505315779416185
20169	0.051453585253081656
72567	0.06916967770904534
15100	0.15031301405964093
88834	0.05041634314800307
43478	0.12407008715719023
50283	0.06498034235899455
54729	0.11671254060936986
51280	0.029925685675690976
5185	0.12665709223920008
29181	0.11973406666571032
36725	0.053217272855815456
6332	0.07974472200770356
43184	0.029324332454222536
43492	0.12053082402354579
78130	0.14042222688758904
39970	0.08057620732530651
26707	0.029194101306786336
95747	0.029194101306786336
32000	0.059403246062912606
29563	0.06424166763703262
1214	0.08524230660554662
95532	0.0379005715903852
30997	0.029165098808686098
41483	0.05511227878462245
91485	0.038502189128055836
34268	0.04199520140552333
68362	0.02842603861918433
51303	0.028403309117932894
23150	0.049392374267173335
72173	0.030216589770382683
78361	0.036865360851648585
14681	0.04899989526287161
54870	0.028987985484409014
78692	0.04177018523820635
82177	0.0442905818017331
91667	0.032078588925401996
97707	0.1345153663486932
33785	0.03529977682902467
40002	0.05731754962166615
68601	0.033758226384994997
69208	0.08078503267294555
20045	0.04422987324207007
35513	0.18390909944137174
32488	0.07312459918240596
92264	0.03047065829203373
97315	0.03047065829203373
97138	0.05319155817319463
56741	0.1513357950767101
56468	0.12815790022966708
30377	0.036527677219655545
75689	0.030393782223153615
5138	0.035664132684244634
85578	0.04770156480870862
55380	0.032035328634979376
3580	0.035863902580508075
10591	0.1200106805292583
88829	0.06440282581278753
70378	0.026202859357721542
90	0.08678062014814752
93750	0.02540821759381731
65453	0.024085850307948346
61737	0.05513415916114985
28911	0.026576548176890036
92138	0.04164048122570489
10685	0.24933029454818204
33571	0.025221311075641423
49343	0.035381070707133214
4517	0.02429571583113372
53438	0.027366277703556496
99859	0.2142282324574923
32053	0.04571604756983025
16232	0.21340851245825906
22891	0.027610212170123067
74363	0.04418468347299694
94834	0.05696911692645148
65943	0.02790904391502516
13210	0.07616982507430872
68229	0.026191330080851984
48566	0.030750019905611888
65898	0.09774019594669332
30761	0.026829805854599913
16577	0.16976644735224808
2199	0.024951515062341018
48444	0.02468514664169671
6383	0.02517068339124216
25720	0.2666098665310212
48748	0.10402966039044863
32834	0.056923977626835584
95341	0.06296393781006555
11303	0.050919456164869516
93680	0.030208953918500082
75640	0.05399342660307371
21824	0.02403757244040366
87863	0.0471428805819164
91529	0.02583408762610357
83492	0.03077275541568822
31268	0.02603272063804556
29456	0.02510153759297957
9701	0.025780215630763707
65824	0.07512500998069346
36430	0.025910633287165464
79898	0.09405979698756275
45378	0.0260955765459024
78550	0.053069845083290657
36893	0.025796448517043276
75895	0.02391277603384152
88606	0.050155451661884655
7950	0.024286687571580888
8	0.028979522326245087
83536	0.04293736797723961
12369	0.024291076919821263
75596	0.025023015476436476
41788	0.027201555077719868
80986	0.054528479867548205
13796	0.06296947005665089
90765	0.20370108125729378
33061	0.03899186666903537
40589	0.14494702095519024
48944	0.026023334118115395
60974	0.14637226534395015
25143	0.027720218529077217
49038	0.217526297582146
11531	0.024485640206813427
69194	0.025145789227468095
96410	0.030473844708016524
37292	0.07337667348061289
11498	0.024721677237040128
21027	0.0409156230208892
43287	0.06494216132593693
35842	0.02626585227832478
70508	0.03507386043286721
58516	0.045497267337219656
7429	0.024680712551082246
48060	0.07277632476552225
76002	0.03225272244704353
36240	0.06019825600592489
82972	0.1063921350771401
70829	0.0720891364376981
77370	0.07907237177634593
79159	0.045172977232560675
99917	0.05250991981778724
96415	0.03150839553804423
64747	0.14863728664684406
59205	0.02370222374559917
42001	0.06853519932446818
94042	0.02522594315807773
67719	0.028694981344018145
36941	0.046165975961109065
19611	0.05183843162785149
53929	0.02371753836933819
64935	0.0523333193722197
62928	0.038675782534609675
44644	0.027479279007761304
2165	0.04507859547539743
2750	0.023771562124102467
35075	0.06582878406679635
68184	0.06671141650813765
92660	0.06262981507477118
48242	0.026443402029073422
41021	0.08857377587801667
56158	0.6271153423744072
36729	0.040739846873350104
53368	0.06949038177393833
16696	0.04114951087909067
39160	0.0269264829787572
57162	0.03630170250726135
94709	0.05982255087172249
99444	0.0951966388702222
65067	0.05205714014972562
76859	0.027572870905396462
46875	0.029495163719997143
82437	0.03886569678348931
11550	0.038967091520362276
69406	0.13534766633874637
48770	0.20467001942442536
77105	0.053477446927245306
65668	0.025120598799431248
51565	0.06309757908413448
12791	0.04493072159495538
56302	0.10228581693569008
10490	0.08212521698245442
77007	0.025012664963147534
37917	0.08154146135507152
60045	0.10290744076212692
29380	0.10690276980330413
73443	0.05217599114812621
94660	0.04122237260946014
71287	0.026535633576388246
31758	0.06837203909920507
94922	0.05007637488917258
28389	0.04143889344328676
21535	0.12412035954899621
35849	0.08497143647825993
9438	0.02510710878165721
49102	0.024694735434609285
26352	0.02801228425076303
90045	0.09857269662052098
13997	0.02467362092100094
11701	0.03439003722689436
3029	0.3593469354968605
62771	0.024751474255437562
96766	0.024337159279108855
38961	0.0245636489549018
66825	0.024995218552935364
61841	0.025254086028271262
96999	0.08814715808840833
22004	0.028771574643813413
89338	0.04719345511207935
88454	0.05083410220800973
61027	0.41900956259603606
94073	0.023815109619043685
28952	0.025552806946145416
76570	0.025288707332109632
11870	0.038195885085474356
666	0.02344003895019073
11447	0.04957404142767511
68500	0.0244339450712554
42725	0.03744782770629136
2543	0.029200238207559598
74224	0.024855118364828125
98754	0.028687698016982056
39649	0.023510415496994175
49388	0.07308938244377464
24189	0.05831211068290949
28125	0.027900990558103834
82672	0.03574909148907526
4920	0.026172172025459534
11279	0.15552945754967748
55377	0.028113795557805715
1578	0.03379365935692493
28142	0.03237690650987833
38316	0.05883582351694109
84178	0.024517637499054775
82948	0.041558599918924154
32878	0.05182066728511332
97672	0.024318170020818458
17401	0.041532082531074224
40185	0.2928647519153171
68573	0.19423763422248116
33759	0.053074152649891106
87859	0.10068916531927033
35348	0.4354942676623336
58823	0.07174094398641359
10805	0.025186304161856233
276	0.16618170124534287
19071	0.027556678912500344
69525	0.0632330709930044
85647	0.02603842300944293
52284	0.025289593099434647
62370	0.1518818729693309
50710	0.026704204323567564
15052	0.06669652843354648
33517	0.06438637894529683
74276	0.026352716328349006
69046	0.023262481024800195
57857	0.02968167939684429
23401	0.08424697600210398
36386	0.0386747750563794
19019	0.028864473991755468
93592	0.0503098171176138
47237	0.11248605358564043
99282	0.06903946179725973
93754	0.1045826610743595
72982	0.0402408175625146
92702	0.06534044870200353
47398	0.0900657047419144
78479	0.050792576109834356
53265	0.2862740037664223
41455	0.024408474311430842
97618	0.025452454543974233
17163	0.024223265396938323
57297	0.024414048710436207
87784	0.034230244593771164
26658	0.02430499650016244
4089	0.06564656561851462
66227	0.04311902875208866
88839	0.05643601286336266
61795	0.024142932671266045
65485	0.04895514079779256
21787	0.05653881148963551
25219	0.024624772492540005
43685	0.024438997537359848
29039	0.05082745159343157
36191	0.0594546236036305
97459	0.12617480605290396
98820	0.03255414563803565
93251	0.028867013924406625
539	0.06697594072738942
4435	0.06953913640974323
40245	0.0614913293378959
58111	0.06781593715814584
9218	0.056210156832643875
70372	0.055965951673275206
67809	0.04122333642581707
29922	0.0560459440616175
48607	0.041886706128939126
93044	0.1718470832548758
57015	0.07823073825852701
65894	0.039933120977234046
63690	0.037331416199268844
99644	0.041607456050249174
40069	0.02521595322957562
319	0.11479312489251266
80159	0.05260298801806834
64501	0.42674796848319846
74750	0.049820613965592946
46675	0.07699381078700494
52836	0.024465624156076837
13769	0.026048361654928697
47012	0.025714790612370465
89057	0.0526788650457327
41132	0.025261725012438015
84414	0.035986618438068975
38313	0.02844147882422356
13734	0.04659594198322129
94064	0.056229793280584014
18380	0.05309993186413683
73316	0.030066788404494997
19126	0.02641835774981578
93353	0.02409164247562989
54085	0.11710300852483924
15633	0.06399708590464964
3640	0.024622728568875984
75967	0.024497280689717744
11451	0.06663557162180454
83560	0.34304453390802164
8386	0.04250684715579493
39943	0.07110914601383347
49177	0.04264229788156258
43971	0.025310543671091718
56085	0.02289524309323667
72601	0.048069989595541776
71492	0.0397063048902971
71363	0.034879144442416125
39632	0.043318590793654375
29980	0.02844124148871226
26247	0.024158649007760134
16685	0.02541986810141002
13334	0.03658873061921803
29338	0.025569146277154415
68455	0.04720969157651641
87575	0.057705675734351106
16255	0.0654172527074159
12931	0.08722941565390382
42811	0.02474533390475948
76215	0.028974067573045003
16194	0.05724720494054229
47558	0.038463943384360766
2739	0.02420847049189587
48660	0.02419036924306066
68702	0.05235313647448725
22538	0.0253089974775908
652	0.02385984782462506
16628	0.02493241381797012
74306	0.025900325532439476
56264	0.023458346646605583
49318	0.042980416035628285
11349	0.09359850906593711
17041	0.16770045731851563
4003	0.05193772877893623
88902	0.1181785714675376
42643	0.028938721572001287
78741	0.023775624697537245
19119	0.07811992124738736
45282	0.024844816254011234
19055	0.09285993627743674
13237	0.0726162643695413
28302	0.058640703383319726
5214	0.06808492109319332
11175	0.042992974209650266
80476	0.05145617850393641
59155	0.05676085279063804
79867	0.04878464817308846
76397	0.1819424011804645
29194	0.11000667014381507
2350	0.023749655425471968
82518	0.0935172995224813
12354	0.029319897854443788
31616	0.04764842364634128
26793	0.14127734736959188
93712	0.025381720642396154
32115	0.030217522503547905
66182	0.07876500539911677
64872	0.023706167700588553
54450	0.02467022206287807
83588	0.045211604026614366
91910	0.02997602456581185
73777	0.02598347192727251
66744	0.025364582412098158
6256	0.02432303806098775
21478	0.045747345177732344
58539	0.045365678639337235
34128	0.11674568776247658
50510	0.07247938551130237
88285	0.18443993125487562
37567	0.05189206957766849
64169	0.11780865477466052
43508	0.0626646852293033
49224	0.14164934028978257
45538	0.06391235181253077
63090	0.04416161018830382
77075	0.03374318584597892
75651	0.02710795550871728
62381	0.025078656830852107
90378	0.04744246632336231
38222	0.046336235020342065
50812	0.025134012529923727
73139	0.05887830886253111
15427	0.07664430185878375
47404	0.027281577757954346
87014	0.03435133850356785
7387	0.033044289962978306
63970	0.22188496758247248
99470	0.025522045421134128
1985	0.04436566272063264
12991	0.02368270697339429
22561	0.027929663650574043
91395	0.05351466930762492
84123	0.05541356888463628
40465	0.025746166325969145
83408	0.02425961710268151
75483	0.024786395813384293
53372	0.025908424110010642
94564	0.02490319106313762
14559	0.02408166668747086
87999	0.023508782816548963
33634	0.024212704218354898
35638	0.024933960569776176
11700	0.033290679764134835
843	0.07306860880314887
49735	0.05713568147562005
30255	0.03839546408936283
39146	0.026322207355969584
33183	0.18066226644241173
88537	0.025845354576083984
35682	0.12999351291063863
73510	0.05426591009544285
34782	0.04571810035623392
21852	0.10873631741364671
21618	0.19544871311897977
78566	0.02452004808965109
70291	0.026426078115615183
85859	0.026176118590426838
97879	0.10541054102227596
5854	0.024380477089513398
