USRID	RST
8	0.008407726332785529
14	0.005224704696518013
18	0.02098571416019003
23	0.048372465868410514
30	0.06631336859166032
31	0.01629958436022669
32	0.03762717501600041
38	0.034393957979345136
40	0.004298067575064323
55	0.023138263778367665
72	0.05815432726861744
75	0.024464176789106444
79	0.004463466286151854
80	0.02864204468332742
90	0.06199497618554398
97	0.005439791117477603
98	0.012197688743639456
99	0.006561451426101628
113	0.01943411097455294
120	0.005850926574338596
121	0.02450927886477869
123	0.006568333189522505
127	0.0043115602259128335
130	0.09214274345407321
131	0.042904965217417046
134	0.019974510801683082
137	0.02978533998282568
141	0.00969604595211107
148	0.005327741069267128
149	0.0888473482660757
151	0.006844432028989482
160	0.023133072785639624
168	0.019551826466023124
169	0.0073731172767610795
177	0.03136213886493321
178	0.06525151630876244
189	0.10664507410512385
191	0.008924017000963354
195	0.1433973023090372
198	0.003942990721991504
204	0.004803487844956197
211	0.08697548072519161
214	0.019119933287206167
219	0.040571252570683246
222	0.006083278361845012
226	0.006685682424306263
229	0.02139600404825827
230	0.05362952456511583
237	0.06493012625771662
239	0.020310038150528543
242	0.00961231036041872
245	0.028675107366424736
248	0.004902128603878934
253	0.027243415798013232
259	0.04855518885104482
265	0.005727385001712594
276	0.1648185047730944
279	0.029075728660556313
285	0.0368276011238593
294	0.004785133364135385
314	0.4001990738595685
319	0.055980468544466165
320	0.015813585657090463
324	0.008287012950943392
325	0.0787945998093773
332	0.14073501575298478
338	0.007754136597616794
347	0.15689283902038234
352	0.006466043945755532
353	0.04345210748172582
354	0.0044798567898978355
361	0.004951053904312442
363	0.004351009822285005
369	0.05465907715204016
373	0.030485629857300436
381	0.013093291524785958
386	0.005815382670986348
391	0.020153847081853648
404	0.005015847046463725
407	0.019450356898520208
414	0.005222546956348238
421	0.02672344558747737
425	0.029087977373045398
428	0.02419052503662076
446	0.030584559997931707
450	0.01720677548754111
451	0.007741342708958659
452	0.007096089089659366
459	0.007265223216831972
470	0.06193804821679294
471	0.03755841708725647
474	0.021018466079851618
480	0.07440644334459989
487	0.03612745951745796
497	0.022690023442253366
505	0.005642319205709389
508	0.022696748503969594
510	0.006923954982965209
513	0.0377455368111542
514	0.008942693727962282
516	0.006192732241158359
517	0.010229647124304842
522	0.020278737993168212
523	0.00531043804047566
526	0.18543450357511929
529	0.05533059801944354
532	0.07141842837072458
539	0.030717364557601556
545	0.003980235420071688
547	0.03495721890110091
553	0.0048266874048829905
555	0.015143386399525857
559	0.00540063573638234
566	0.005355861355957737
590	0.05377080160581161
597	0.004698628551557165
601	0.019014195453588546
603	0.0077741431619495205
606	0.5239512061888046
616	0.005348857465924494
617	0.9486380189497481
620	0.0077771944109333154
624	0.006695568736806617
642	0.006517873122743762
644	0.0062573952143676025
645	0.019725792700848385
652	0.004864298065588402
657	0.0068396584796401325
660	0.005627919625180847
666	0.003775194837172647
669	0.01960381759392181
672	0.00496676613409869
678	0.005919366999190933
687	0.005500234871164593
690	0.0055440415091675575
693	0.005659103747941831
695	0.006046607673619077
696	0.025040079983533102
699	0.18222066396373737
708	0.013350858953371828
709	0.008799688502474269
