USRID	RST
8	0.09191831162529279
14	0.0882188716408048
18	0.10360220007631356
23	0.14958352889810958
30	0.1634663816278677
31	0.10485484207406255
32	0.14229956109453212
38	0.13299499988774607
40	0.08778228898809928
55	0.11475912343942776
72	0.12075852167367736
75	0.19900630823730894
79	0.08822028050692829
80	0.10226322174044791
90	0.14272169309855715
97	0.08879700179008697
98	0.11984742768145958
99	0.08986337502769384
113	0.10010571667214847
120	0.08868211224608755
121	0.12192005819811633
123	0.08856033520363195
127	0.08782759275099752
130	0.20156901553433987
131	0.15111751460846762
134	0.11370473867073601
137	0.12961465019633964
141	0.09471383761057545
148	0.08851674697440852
149	0.14172105344718008
151	0.08996577967439993
160	0.12120482369713355
168	0.10635421116123493
169	0.091242432813641
177	0.11851144305879595
178	0.14044079176899385
189	0.13569901631251208
191	0.09812655879061218
195	0.12852051806049103
198	0.08718040472365823
204	0.08807971893787821
211	0.1459329754460348
214	0.10484880640940782
219	0.1497789653801755
222	0.08836255934108508
226	0.08895789943514947
229	0.10870310224616846
230	0.13045593079945644
237	0.12195507702365335
239	0.12719691577190118
242	0.09243401135523674
245	0.12148579605693713
248	0.08777563661533658
253	0.10370515542379619
259	0.17086296430534412
265	0.08850361479960102
276	0.22877131701257225
279	0.10432763918859758
285	0.12444472283142409
294	0.08786188899214006
314	0.44224512512497294
319	0.1654355987584985
320	0.09901365769410637
324	0.0898980241245256
325	0.16259046646230838
332	0.15708144530692203
338	0.08938085051045415
347	0.41758001696272984
352	0.08895956321943974
353	0.1468948896905878
354	0.08800828205798393
361	0.08779844395312113
363	0.08733505284454332
369	0.1326478108989328
373	0.12255890078435719
381	0.10649995058463557
386	0.08812331820801694
391	0.10424605792055772
404	0.08764220846034454
407	0.11235840015571581
414	0.08852608522536615
421	0.10997527135636778
425	0.11029766057266918
428	0.1052837308613919
446	0.14173368620574783
450	0.11424648749645645
451	0.09091248704246532
452	0.08933424076046924
459	0.09019518201283903
470	0.0910658080380072
471	0.14489325966771632
474	0.10197991111557607
480	0.14950955417341774
487	0.11862039443590293
497	0.10192696866442379
505	0.08854786062185976
508	0.11882391170777051
510	0.08921684207892375
513	0.10764058125100198
514	0.08889966511649906
516	0.08839363436277213
517	0.15180129884322244
522	0.0975262720698887
523	0.08782141003283517
526	0.16663420806486123
529	0.12407696368825664
532	0.15534781780538587
539	0.13209671773732565
545	0.08763502848262318
547	0.12862708090317704
553	0.08801006133999974
555	0.11687415806518064
559	0.0880055270100412
566	0.0878232429632668
590	0.12202980246116053
597	0.08743924105991355
601	0.10366541089286962
603	0.08936266808770818
606	0.38648227933017826
616	0.0877216864967415
617	0.5494518316775374
620	0.09089717770315733
624	0.0886343634534251
642	0.0906191878713888
644	0.0886929835921489
645	0.1122732321498604
652	0.08753230521757945
657	0.08919745956685735
660	0.08931342594687659
666	0.08731724005553114
669	0.11138540650498681
672	0.0879400594893571
678	0.0890182997118907
687	0.08893299733988698
690	0.08877720433039138
693	0.08872779715153269
695	0.08850212613536768
696	0.1155817457686699
699	0.1579133684681588
708	0.09370511510964444
709	0.09155185938067498
710	0.08785207970044792
723	0.14397576998740366
724	0.0938097804453675
728	0.10447665494411448
731	0.12799257477826093
738	0.10362645017726937
742	0.09204698667214078
745	0.4387448143547898
747	0.09010898449388885
751	0.11408294870848368
752	0.08824781904455528
753	0.19645019870310937
761	0.09298830008325477
766	0.15520792413541998
767	0.14132018219981746
769	0.08831391983428963
773	0.12493766642088344
775	0.08778374687964176
776	0.13572057085254455
780	0.15385514976891826
782	0.1177664304686811
794	0.10826563509183769
795	0.12003501077212828
797	0.4635100917096967
801	0.15259711928369996
802	0.09143066067000384
804	0.1236075923374953
806	0.10193738672510019
810	0.17999713440058848
812	0.08749579306634353
815	0.0875884230320521
819	0.23705183663323104
822	0.08990885641657308
823	0.0908019030192423
831	0.08861939714349445
837	0.08848345947464573
840	0.09139688757600989
841	0.15842092403382552
842	0.12033890605275877
843	0.13214653415107064
844	0.08790176721436618
845	0.2691532114177296
846	0.12190770637001484
847	0.08723259895509321
852	0.12116788589980962
853	0.08822124701930503
869	0.1079420455885292
872	0.10291469094629686
874	0.10118790367070205
889	0.11796305480161721
896	0.32767163701052604
903	0.13443482128539558
905	0.08768013584727208
909	0.08825706750018804
912	0.08796507846694972
913	0.08845001593665795
931	0.08912292996933688
937	0.10899491419469853
942	0.13459473326772922
945	0.08857247241118645
953	0.11157022853546752
957	0.08819047137535338
958	0.08869066693750843
960	0.09325882949822976
965	0.09183336099322426
968	0.08761103719653944
978	0.08803800448596735
983	0.12825987067053637
984	0.10472047879659485
987	0.10831771807913895
993	0.23419934931150893
1000	0.12292982462571869
1005	0.08765871356341773
1006	0.20181156872319767
1010	0.11722439594545822
1020	0.10534841260655955
1023	0.1147242345473575
1037	0.09022335544593382
1043	0.15345283218710304
1045	0.09428243816311131
1053	0.11093137541135592
1060	0.08755373121639737
1061	0.09017441122723857
1065	0.09049531670115837
1074	0.12349545728979985
1079	0.09193359563345553
1082	0.08696907124663036
1085	0.09235347939155929
1094	0.08759225234892236
1102	0.09225549173772614
1105	0.12448449755823052
1106	0.09238271594724368
1112	0.1246296559262462
1114	0.12032393260334899
1116	0.11067091727861114
1127	0.12583860481841563
1128	0.11678325231776206
1132	0.09247871652307847
1136	0.08756991229120131
1146	0.24659815818087094
1147	0.0884877873763645
1152	0.08934352644983484
1153	0.11538421423327658
1185	0.1079085947471633
1202	0.08775807751263671
1206	0.10093403774227017
1210	0.1352797806300195
1214	0.14608184063713286
1217	0.08884413080316526
1218	0.12801113010058332
1223	0.08913794176876948
1226	0.11315164981128394
1227	0.09160999665782879
1229	0.08760775332370042
1232	0.11713926223251225
1234	0.0909036081688541
1238	0.08945575387477302
1239	0.08785590100638074
1244	0.09096374200358309
1250	0.08817277067459002
1251	0.10741554719692244
1252	0.093344589151247
1253	0.08877733371032956
1268	0.13907409823809022
1274	0.08852079891975322
1275	0.09581104723887754
1279	0.10615235428932693
1284	0.11454249080411612
1285	0.08848776636082609
1286	0.09261809872937875
1287	0.08858154480463026
1291	0.11343507177705718
1297	0.09431821686981796
1302	0.10765671651797182
1303	0.10781969361553723
1305	0.1484892549069461
1311	0.1284242640939169
1313	0.0881908143158128
1318	0.08805238374185473
1324	0.08919305901156353
1336	0.11062757124923281
1339	0.08928811758460489
1341	0.12335706189353135
1351	0.0884750842986792
1352	0.09029565392047248
1362	0.08801551903677554
1366	0.185202440566543
1376	0.09494065290827153
1382	0.09752467543714026
1386	0.11104615442216378
1390	0.08846880591580261
1391	0.12214910143598856
1393	0.08801080896011666
1394	0.2775571545540285
1404	0.08732435116779914
1406	0.08852482513985609
1410	0.10450191754530165
1411	0.1115380605305506
1423	0.11153780340759248
1424	0.10441887843655966
1430	0.1303384317688547
1435	0.10901963564896586
1444	0.1111090313874747
1445	0.0873993808869897
1446	0.09301167691827741
1454	0.10667842182957951
1458	0.15737043520258323
1459	0.08792980147297441
1465	0.091672725414458
1466	0.0901181458581245
1490	0.11992644880365418
1498	0.08775915800500438
1499	0.08811258180243611
1503	0.08734584235776345
1506	0.09741410361908767
1523	0.391194424276114
1529	0.09958997222984277
1530	0.08808750163773033
1535	0.08816752857343388
1536	0.08870943751547442
1541	0.13202935188346732
1546	0.08880623669967612
1557	0.13089203541412928
1560	0.10580354530242597
1566	0.08809218093884909
1572	0.40839121731699324
1574	0.11913201211946231
1575	0.10664783077444755
1578	0.09777490814913062
1583	0.11107796377645274
1585	0.6205567530125821
1589	0.10754938011609072
1601	0.09265589954230423
1603	0.14276595951140797
1604	0.08785464769559585
1608	0.09071878820891727
1621	0.10154423279177302
1631	0.13455614505653754
1643	0.1136619102286132
1645	0.08846416181027328
1652	0.1172576698824257
1654	0.1142488907874136
1672	0.11329260431587673
1681	0.08922714083984856
1691	0.12181706800759787
1698	0.08815179402457893
1699	0.11396350767053758
1711	0.10185263054932628
1713	0.12950099956407163
1714	0.1066850770255536
1716	0.16980839444758494
1718	0.10722909308256023
1723	0.08846317053232416
1732	0.08721500861902977
1734	0.11906808431456058
1735	0.41952215842750873
1743	0.13420041696001078
1750	0.09843281107091288
1752	0.08831676652039609
1753	0.09691138591931761
1757	0.13046450155419126
1762	0.11987734034930295
1783	0.20905033688896973
1788	0.1134687910738865
1789	0.08762215763284781
1806	0.21564235724083955
1807	0.08781218436928653
1811	0.15993658653734583
1822	0.08901646165787644
1828	0.10771290957346528
1835	0.19524298532387924
1849	0.10677662895655189
1853	0.1053739838611281
1854	0.09056832349754936
1856	0.11762578297069885
1858	0.11318473933998378
1860	0.14782195133077608
1869	0.08736158188952144
1879	0.1519438624605799
